neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,host_type
Brooklyn,Bedford-Stuyvesant,Entire home/apt,80,7,4,0.44,14,Ocasional
Manhattan,Hell's Kitchen,Private room,99,7,5,0.59,352,Profesional
Brooklyn,Borough Park,Shared room,30,5,7,1.0,365,Profesional
Brooklyn,Williamsburg,Entire home/apt,145,4,5,0.53,1,Ocasional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,4,9,0.93,132,Ocasional
Queens,Queens Village,Private room,41,1,38,3.99,163,Profesional
Queens,Ozone Park,Private room,65,1,5,0.5,334,Profesional
Manhattan,Harlem,Private room,150,1,40,4.26,66,Profesional
Manhattan,Kips Bay,Entire home/apt,145,7,2,0.29,0,Ocasional
Brooklyn,Bedford-Stuyvesant,Private room,50,2,3,0.32,0,Ocasional
Brooklyn,Red Hook,Entire home/apt,185,3,16,1.67,0,Ocasional
Queens,Maspeth,Private room,65,2,4,0.43,254,Profesional
Manhattan,Morningside Heights,Entire home/apt,150,2,2,0.21,0,Ocasional
Queens,Sunnyside,Entire home/apt,260,1,15,1.71,267,Profesional
Manhattan,Upper East Side,Entire home/apt,125,2,17,1.76,70,Ocasional
Manhattan,Upper West Side,Entire home/apt,199,1,86,8.72,22,Ocasional
Bronx,Concourse,Private room,45,1,28,3.07,161,Ocasional
Brooklyn,Flatlands,Private room,37,2,28,2.84,38,Profesional
Manhattan,Chelsea,Entire home/apt,500,3,9,0.93,357,Ocasional
Manhattan,Theater District,Private room,100,1,51,5.15,169,Profesional
Manhattan,Chinatown,Private room,100,2,35,4.32,6,Ocasional
Bronx,Soundview,Private room,42,2,23,2.54,109,Profesional
Manhattan,Washington Heights,Entire home/apt,65,30,0,0.0,295,Profesional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,85,1,44,4.51,208,Profesional
Bronx,Belmont,Private room,50,2,51,5.17,325,Ocasional
Manhattan,Murray Hill,Entire home/apt,575,2,40,4.43,46,Ocasional
Brooklyn,Crown Heights,Private room,85,1,9,5.4,173,Profesional
Brooklyn,Bedford-Stuyvesant,Private room,60,4,0,0.0,0,Ocasional
Queens,Bayswater,Private room,52,30,0,0.0,312,Profesional
Queens,Woodside,Private room,50,30,2,0.5,269,Profesional
Manhattan,Midtown,Entire home/apt,385,30,0,0.0,364,Profesional
Queens,Maspeth,Entire home/apt,166,4,31,3.52,280,Ocasional
Queens,Sunnyside,Shared room,39,2,18,1.96,344,Profesional
Manhattan,Hell's Kitchen,Entire home/apt,97,2,1,1.0,8,Ocasional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,200,1,3,0.3,0,Ocasional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,155,2,12,1.25,0,Ocasional
Brooklyn,Williamsburg,Entire home/apt,220,4,3,0.32,16,Ocasional
Brooklyn,Williamsburg,Private room,75,4,3,0.32,0,Ocasional
Brooklyn,Bushwick,Entire home/apt,140,30,0,0.0,330,Profesional
Brooklyn,South Slope,Entire home/apt,195,4,22,3.01,67,Ocasional
Brooklyn,Crown Heights,Entire home/apt,125,3,25,4.55,139,Ocasional
Queens,Woodside,Private room,45,1,53,5.39,45,Ocasional
Manhattan,Midtown,Private room,425,1,4,0.53,0,Ocasional
Brooklyn,East New York,Entire home/apt,90,1,34,4.1,122,Ocasional
Brooklyn,Williamsburg,Private room,95,1,6,0.62,0,Ocasional
Manhattan,Upper West Side,Entire home/apt,100,2,17,2.12,18,Ocasional
Queens,Ditmars Steinway,Private room,100,3,14,1.42,0,Ocasional
Brooklyn,Windsor Terrace,Private room,50,14,0,0.0,174,Ocasional
Brooklyn,East Flatbush,Private room,89,1,1,0.59,365,Profesional
Brooklyn,Williamsburg,Entire home/apt,400,3,25,2.62,30,Ocasional
Manhattan,SoHo,Entire home/apt,403,4,4,0.45,0,Profesional
Manhattan,Upper West Side,Entire home/apt,325,4,17,3.67,319,Ocasional
Bronx,Longwood,Private room,100,3,0,0.0,364,Profesional
Manhattan,Upper West Side,Entire home/apt,135,10,13,1.38,7,Ocasional
Bronx,Claremont Village,Private room,26,1,20,2.07,3,Ocasional
Brooklyn,Flatbush,Entire home/apt,330,3,2,1.05,18,Profesional
Manhattan,Hell's Kitchen,Private room,200,3,8,0.83,332,Ocasional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,139,1,8,0.86,118,Profesional
Brooklyn,Williamsburg,Private room,50,2,9,0.91,4,Ocasional
Brooklyn,Gowanus,Entire home/apt,125,2,2,0.23,0,Ocasional
Manhattan,Hell's Kitchen,Entire home/apt,350,30,1,0.26,331,Ocasional
Brooklyn,East New York,Entire home/apt,175,3,22,2.89,285,Profesional
Manhattan,Midtown,Entire home/apt,169,30,0,0.0,362,Profesional
Brooklyn,Williamsburg,Private room,130,7,2,0.32,212,Profesional
Manhattan,Harlem,Entire home/apt,150,2,7,0.76,0,Ocasional
Brooklyn,Bushwick,Entire home/apt,120,2,10,1.18,4,Ocasional
Brooklyn,Williamsburg,Entire home/apt,150,2,14,1.45,2,Ocasional
Brooklyn,Carroll Gardens,Entire home/apt,180,3,4,0.53,5,Ocasional
Brooklyn,Williamsburg,Private room,105,1,71,7.34,55,Ocasional
Brooklyn,Bushwick,Private room,63,3,2,0.31,365,Ocasional
Manhattan,Hell's Kitchen,Entire home/apt,300,1,61,6.31,154,Ocasional
Brooklyn,Williamsburg,Entire home/apt,70,2,4,0.5,0,Ocasional
Manhattan,Kips Bay,Entire home/apt,250,2,2,0.21,0,Ocasional
Bronx,Van Nest,Entire home/apt,300,1,0,0.0,365,Ocasional
Brooklyn,Bushwick,Private room,43,3,5,0.68,179,Ocasional
Brooklyn,Borough Park,Private room,40,1,36,3.74,63,Ocasional
Manhattan,Hell's Kitchen,Entire home/apt,471,3,1,0.42,188,Ocasional
Brooklyn,East New York,Private room,40,3,9,0.95,180,Profesional
Manhattan,Harlem,Private room,50,1,0,0.0,0,Ocasional
Queens,Woodside,Private room,47,30,0,0.0,1,Profesional
Brooklyn,Prospect Heights,Entire home/apt,94,2,8,0.83,0,Ocasional
Brooklyn,Cypress Hills,Entire home/apt,750,1,6,0.67,365,Ocasional
Brooklyn,Crown Heights,Private room,69,1,11,1.11,0,Ocasional
Queens,Astoria,Entire home/apt,150,6,1,0.32,0,Ocasional
Brooklyn,Bedford-Stuyvesant,Private room,80,5,12,1.28,354,Profesional
Manhattan,Midtown,Entire home/apt,399,3,13,1.48,229,Profesional
Manhattan,Harlem,Private room,95,2,5,1.9,90,Profesional
Brooklyn,Greenpoint,Entire home/apt,52,1,32,3.47,0,Profesional
Manhattan,Little Italy,Entire home/apt,150,4,3,0.32,179,Ocasional
Queens,Bellerose,Private room,65,3,10,1.06,89,Ocasional
Brooklyn,Williamsburg,Private room,60,7,5,0.52,0,Profesional
Queens,Sunnyside,Private room,55,2,19,2.04,138,Profesional
Queens,Sunnyside,Private room,49,3,14,1.44,106,Profesional
Manhattan,Chelsea,Entire home/apt,377,29,0,0.0,302,Profesional
Manhattan,Chelsea,Entire home/apt,249,29,1,0.1,220,Profesional
Manhattan,Harlem,Private room,100,2,11,1.18,90,Profesional
Brooklyn,Bedford-Stuyvesant,Private room,60,3,17,1.75,340,Ocasional
Brooklyn,Sunset Park,Private room,59,1,36,3.79,352,Profesional
Queens,Flushing,Private room,65,1,2,0.22,90,Profesional
Brooklyn,Williamsburg,Private room,120,1,23,2.46,37,Ocasional
Brooklyn,Cypress Hills,Private room,45,1,8,0.85,57,Ocasional
Manhattan,Harlem,Private room,150,5,33,3.69,58,Ocasional
Manhattan,Hell's Kitchen,Shared room,90,1,11,1.11,169,Profesional
Brooklyn,Fort Greene,Entire home/apt,140,2,8,0.83,14,Ocasional
Brooklyn,Bushwick,Private room,50,6,1,0.1,0,Ocasional
Manhattan,Harlem,Private room,70,1,46,5.54,66,Ocasional
Brooklyn,Bushwick,Entire home/apt,90,5,4,0.44,0,Ocasional
Manhattan,Hell's Kitchen,Private room,125,1,10,1.01,0,Ocasional
Queens,Rockaway Beach,Entire home/apt,150,2,14,7.24,97,Ocasional
Manhattan,Kips Bay,Private room,150,2,2,0.26,45,Ocasional
Manhattan,Upper West Side,Private room,98,2,7,0.8,0,Ocasional
Manhattan,Murray Hill,Private room,120,1,36,3.79,180,Profesional
Brooklyn,Bushwick,Entire home/apt,100,4,17,1.76,0,Ocasional
Brooklyn,Crown Heights,Entire home/apt,110,2,9,0.93,15,Ocasional
Manhattan,Harlem,Entire home/apt,250,1,36,4.62,301,Profesional
Brooklyn,Bushwick,Private room,65,2,29,2.93,348,Profesional
Brooklyn,Bushwick,Private room,65,2,26,2.82,349,Profesional
Brooklyn,Bushwick,Private room,50,2,22,2.48,362,Profesional
Brooklyn,Bushwick,Private room,65,2,26,2.8,362,Profesional
Queens,Woodside,Private room,35,2,21,2.23,16,Ocasional
Brooklyn,East New York,Entire home/apt,160,2,22,2.38,48,Ocasional
Bronx,Morris Park,Private room,65,5,0,0.0,365,Profesional
Manhattan,Harlem,Private room,200,2,21,2.35,38,Profesional
Bronx,Morris Park,Entire home/apt,60,2,20,2.29,208,Profesional
Brooklyn,Greenpoint,Private room,53,5,1,0.11,11,Ocasional
Queens,Sunnyside,Private room,38,30,2,0.3,201,Profesional
Brooklyn,Greenpoint,Private room,99,1,11,1.2,0,Ocasional
Brooklyn,Crown Heights,Shared room,149,1,0,0.0,363,Profesional
Manhattan,Upper West Side,Private room,140,30,0,0.0,0,Ocasional
Queens,Jamaica,Entire home/apt,65,2,40,4.44,123,Ocasional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,28,1,0.51,156,Profesional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,140,3,18,2.33,134,Ocasional
Queens,Bayside,Entire home/apt,175,3,1,0.11,112,Ocasional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,115,28,2,0.32,212,Profesional
Manhattan,Hell's Kitchen,Entire home/apt,199,2,35,4.29,200,Ocasional
Manhattan,Upper East Side,Private room,60,1,48,4.97,8,Ocasional
Brooklyn,Downtown Brooklyn,Private room,50,1,5,0.54,0,Ocasional
Manhattan,East Village,Private room,78,2,1,1.0,38,Profesional
Brooklyn,Prospect-Lefferts Gardens,Private room,70,1,5,1.06,37,Ocasional
Brooklyn,Greenpoint,Private room,120,4,0,0.0,49,Ocasional
Brooklyn,East New York,Private room,125,1,3,0.31,281,Ocasional
Queens,Jamaica Estates,Private room,35,2,30,3.35,233,Ocasional
Queens,East Elmhurst,Private room,54,3,27,2.83,35,Profesional
Queens,Long Island City,Private room,175,4,1,0.16,39,Ocasional
Manhattan,NoHo,Entire home/apt,500,5,1,0.7,362,Ocasional
Queens,Corona,Shared room,25,2,15,1.77,330,Profesional
Queens,Corona,Shared room,26,2,21,2.58,352,Profesional
Queens,Far Rockaway,Entire home/apt,63,1,11,4.52,129,Ocasional
Manhattan,Upper West Side,Entire home/apt,127,3,14,1.78,0,Ocasional
Manhattan,East Village,Entire home/apt,300,30,0,0.0,180,Ocasional
Manhattan,Midtown,Entire home/apt,225,29,1,0.79,332,Profesional
Manhattan,Midtown,Entire home/apt,209,29,0,0.0,250,Profesional
Brooklyn,Sunset Park,Private room,60,1,20,2.07,162,Profesional
Brooklyn,South Slope,Private room,47,1,4,0.42,362,Ocasional
Brooklyn,Fort Greene,Entire home/apt,195,3,1,0.19,0,Ocasional
Manhattan,Murray Hill,Private room,355,2,13,1.49,308,Ocasional
Queens,Jackson Heights,Shared room,70,1,2,0.32,365,Ocasional
Brooklyn,Bedford-Stuyvesant,Shared room,39,1,13,1.33,365,Profesional
Queens,Jackson Heights,Private room,35,30,2,0.56,32,Profesional
Brooklyn,Bedford-Stuyvesant,Shared room,39,2,6,0.62,343,Profesional
Manhattan,Midtown,Entire home/apt,237,29,0,0.0,365,Profesional
Bronx,Longwood,Entire home/apt,90,2,58,6.8,301,Ocasional
Manhattan,Midtown,Entire home/apt,254,29,0,0.0,291,Profesional
Brooklyn,Bedford-Stuyvesant,Shared room,39,3,13,1.36,359,Profesional
Brooklyn,Bedford-Stuyvesant,Shared room,39,1,13,1.36,365,Profesional
Manhattan,Upper West Side,Entire home/apt,165,1,8,0.88,87,Ocasional
Queens,Ridgewood,Private room,45,30,4,0.48,248,Profesional
Staten Island,Rosebank,Entire home/apt,200,5,8,1.0,244,Ocasional
Brooklyn,Bedford-Stuyvesant,Private room,80,4,1,0.15,325,Ocasional
Brooklyn,Bedford-Stuyvesant,Private room,65,3,17,2.26,365,Profesional
Queens,Astoria,Private room,70,4,6,0.68,63,Ocasional
Manhattan,Harlem,Private room,53,8,37,3.88,299,Profesional
Bronx,Soundview,Entire home/apt,87,1,54,5.61,326,Ocasional
Brooklyn,Sunset Park,Private room,50,1,22,2.28,169,Profesional
Brooklyn,Sunset Park,Private room,55,1,18,1.87,161,Profesional
Manhattan,East Village,Entire home/apt,240,3,2,0.24,0,Ocasional
Manhattan,Civic Center,Private room,120,5,5,0.6,25,Ocasional
Queens,Jackson Heights,Entire home/apt,225,2,38,4.01,49,Ocasional
Manhattan,Harlem,Private room,89,3,15,1.56,179,Ocasional
Brooklyn,Fort Greene,Private room,65,1,90,9.41,254,Ocasional
Brooklyn,Brownsville,Private room,75,2,33,3.45,20,Ocasional
Brooklyn,Bushwick,Entire home/apt,108,1,79,8.4,46,Profesional
Queens,Long Island City,Private room,75,1,8,0.82,3,Ocasional
Manhattan,Hell's Kitchen,Private room,150,2,31,3.46,124,Ocasional
Queens,Astoria,Private room,60,30,0,0.0,215,Profesional
Manhattan,East Village,Private room,150,2,28,2.97,0,Ocasional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,89,3,47,4.88,23,Profesional
Brooklyn,Williamsburg,Entire home/apt,180,2,3,0.98,0,Ocasional
Manhattan,Murray Hill,Entire home/apt,250,30,0,0.0,92,Profesional
Queens,Astoria,Private room,51,30,0,0.0,216,Profesional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,139,1,10,1.05,7,Profesional
Brooklyn,Bushwick,Entire home/apt,89,4,6,0.73,0,Ocasional
Queens,St. Albans,Entire home/apt,70,3,12,1.31,323,Ocasional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,99,1,21,2.23,87,Ocasional
Manhattan,Hell's Kitchen,Private room,150,2,38,4.15,243,Profesional
Manhattan,Greenwich Village,Entire home/apt,400,90,0,0.0,365,Ocasional
Brooklyn,Clinton Hill,Private room,69,3,6,0.62,174,Ocasional
Manhattan,Hell's Kitchen,Private room,145,2,38,4.25,256,Profesional
Manhattan,Harlem,Private room,53,30,0,0.0,198,Profesional
Manhattan,Harlem,Private room,55,28,3,0.33,0,Ocasional
Brooklyn,Greenpoint,Private room,99,1,8,0.92,0,Ocasional
Manhattan,Financial District,Entire home/apt,209,1,51,5.82,1,Profesional
Brooklyn,Williamsburg,Entire home/apt,280,4,0,0.0,43,Ocasional
Queens,Ditmars Steinway,Private room,55,4,19,2.13,89,Ocasional
Queens,Elmhurst,Private room,69,2,3,0.33,0,Ocasional
Bronx,Wakefield,Private room,47,2,13,1.62,347,Ocasional
Manhattan,Washington Heights,Private room,65,5,23,2.47,255,Ocasional
Brooklyn,Williamsburg,Private room,65,5,3,0.74,31,Ocasional
Manhattan,Midtown,Entire home/apt,108,2,6,0.62,0,Ocasional
Brooklyn,Williamsburg,Private room,70,2,14,1.52,3,Profesional
Brooklyn,Prospect-Lefferts Gardens,Private room,60,1,15,1.62,0,Ocasional
Queens,Astoria,Private room,45,30,0,0.0,246,Profesional
Brooklyn,East Flatbush,Private room,57,30,0,0.0,138,Profesional
Manhattan,Upper East Side,Private room,70,30,1,0.14,236,Ocasional
Brooklyn,Crown Heights,Entire home/apt,500,4,9,1.32,247,Ocasional
Brooklyn,Williamsburg,Private room,95,2,32,3.38,1,Profesional
Queens,Queens Village,Private room,41,1,24,2.47,351,Profesional
Manhattan,Upper West Side,Entire home/apt,300,1,0,0.0,358,Profesional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,140,28,0,0.0,173,Profesional
Manhattan,Upper West Side,Entire home/apt,145,5,4,0.53,0,Ocasional
Brooklyn,Bushwick,Private room,55,30,1,0.45,342,Profesional
Queens,Jackson Heights,Entire home/apt,95,3,12,1.31,31,Ocasional
Brooklyn,Bushwick,Private room,50,30,0,0.0,327,Profesional
Brooklyn,Bushwick,Private room,55,30,4,0.58,358,Profesional
Brooklyn,Bushwick,Private room,55,30,0,0.0,336,Profesional
Brooklyn,Bushwick,Private room,50,30,1,1.0,184,Profesional
Brooklyn,Bushwick,Private room,55,30,1,0.15,339,Profesional
Brooklyn,Bedford-Stuyvesant,Private room,60,2,19,2.14,251,Profesional
Brooklyn,Bushwick,Private room,50,30,0,0.0,315,Profesional
Brooklyn,Bushwick,Private room,55,35,2,0.3,365,Profesional
Brooklyn,Bushwick,Private room,50,30,2,0.47,319,Profesional
Brooklyn,Bushwick,Private room,50,30,0,0.0,131,Profesional
Manhattan,East Harlem,Private room,59,1,29,2.99,247,Ocasional
Brooklyn,Greenpoint,Entire home/apt,200,5,5,0.52,0,Ocasional
Brooklyn,Bushwick,Private room,85,1,1,0.12,177,Ocasional
Manhattan,Hell's Kitchen,Private room,120,7,4,0.44,365,Profesional
Brooklyn,East New York,Private room,39,2,54,5.63,60,Profesional
Brooklyn,Williamsburg,Private room,65,3,6,0.65,88,Profesional
Brooklyn,Canarsie,Private room,80,2,11,1.15,5,Ocasional
Brooklyn,East Flatbush,Private room,46,3,13,1.41,341,Profesional
Brooklyn,Flatbush,Entire home/apt,80,5,3,0.33,0,Ocasional
Manhattan,Kips Bay,Private room,135,2,35,3.79,267,Profesional
Brooklyn,East Flatbush,Private room,57,30,0,0.0,311,Profesional
Brooklyn,Sunset Park,Private room,26,1,13,1.36,141,Profesional
Manhattan,Midtown,Entire home/apt,170,5,28,3.13,0,Ocasional
Brooklyn,East Flatbush,Private room,53,30,0,0.0,346,Profesional
Staten Island,Tompkinsville,Private room,55,2,48,4.97,302,Profesional
Brooklyn,Bushwick,Entire home/apt,105,1,58,6.02,0,Ocasional
Brooklyn,Flatbush,Private room,95,1,12,1.3,179,Ocasional
Manhattan,East Harlem,Private room,95,1,43,4.46,0,Ocasional
Brooklyn,Flatlands,Private room,40,1,38,3.93,365,Ocasional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,2,27,2.79,255,Profesional
Brooklyn,Bushwick,Private room,60,2,21,2.31,57,Ocasional
Manhattan,Tribeca,Entire home/apt,282,30,0,0.0,244,Profesional
Manhattan,Two Bridges,Entire home/apt,135,2,4,0.41,0,Ocasional
Manhattan,Upper West Side,Private room,200,4,0,0.0,365,Ocasional
Queens,Ditmars Steinway,Entire home/apt,95,3,13,1.39,0,Ocasional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,2,9,0.96,41,Profesional
Manhattan,Upper East Side,Private room,90,1,75,7.76,283,Profesional
Queens,Flushing,Private room,53,2,24,2.61,359,Profesional
Brooklyn,Bedford-Stuyvesant,Private room,85,12,4,0.42,365,Profesional
Queens,Ditmars Steinway,Entire home/apt,100,1,9,1.03,2,Ocasional
Bronx,Wakefield,Private room,65,1,52,5.4,363,Profesional
Queens,Hollis,Private room,55,2,16,1.71,178,Profesional
Brooklyn,Flatlands,Entire home/apt,85,1,21,2.26,82,Ocasional
Manhattan,Upper West Side,Entire home/apt,200,7,5,0.53,1,Ocasional
Brooklyn,Greenpoint,Entire home/apt,225,2,37,3.84,229,Ocasional
Queens,Long Island City,Private room,95,3,1,0.11,24,Ocasional
Manhattan,East Harlem,Entire home/apt,175,1,7,0.76,0,Ocasional
Manhattan,Washington Heights,Entire home/apt,189,3,8,0.88,358,Ocasional
Brooklyn,East Flatbush,Private room,53,30,1,1.0,304,Profesional
Brooklyn,East Flatbush,Private room,57,30,0,0.0,283,Profesional
Brooklyn,East Flatbush,Private room,57,30,0,0.0,306,Profesional
Brooklyn,Sunset Park,Entire home/apt,80,14,2,0.24,184,Ocasional
Manhattan,Hell's Kitchen,Private room,97,3,8,0.86,10,Profesional
Manhattan,West Village,Private room,79,3,2,0.23,0,Profesional
Brooklyn,Bushwick,Private room,80,2,3,0.33,0,Ocasional
Manhattan,Harlem,Private room,39,10,1,0.16,0,Ocasional
Manhattan,East Village,Private room,85,2,26,3.07,165,Ocasional
Brooklyn,Crown Heights,Entire home/apt,50,3,3,0.33,0,Ocasional
Manhattan,Midtown,Private room,330,1,4,0.48,176,Profesional
Queens,Elmhurst,Private room,37,30,1,0.25,252,Profesional
Manhattan,Tribeca,Entire home/apt,799,3,6,0.66,325,Ocasional
Manhattan,Chelsea,Entire home/apt,150,1,12,1.29,0,Ocasional
Brooklyn,Crown Heights,Entire home/apt,195,2,37,4.04,199,Ocasional
Queens,Briarwood,Private room,50,1,13,1.46,0,Ocasional
Brooklyn,Crown Heights,Private room,100,2,18,2.07,61,Ocasional
Manhattan,East Village,Private room,140,2,5,0.55,149,Ocasional
Manhattan,East Harlem,Entire home/apt,275,2,2,0.21,7,Ocasional
Brooklyn,East Flatbush,Entire home/apt,85,1,5,0.55,124,Ocasional
Brooklyn,Borough Park,Shared room,31,5,7,0.78,365,Profesional
Brooklyn,Sheepshead Bay,Private room,99,2,10,1.05,0,Profesional
Brooklyn,East New York,Private room,117,3,4,0.43,85,Profesional
Brooklyn,Sunset Park,Entire home/apt,160,2,51,5.39,15,Ocasional
Manhattan,East Harlem,Shared room,65,2,33,3.44,10,Profesional
Manhattan,West Village,Private room,295,6,0,0.0,0,Ocasional
Brooklyn,Windsor Terrace,Entire home/apt,105,1,15,1.56,269,Profesional
Brooklyn,Clinton Hill,Entire home/apt,225,2,29,3.14,36,Ocasional
Brooklyn,Bay Ridge,Entire home/apt,245,3,18,1.94,255,Profesional
Brooklyn,Flatbush,Entire home/apt,185,5,2,0.26,33,Ocasional
Manhattan,Tribeca,Entire home/apt,295,3,3,0.33,17,Ocasional
Manhattan,East Harlem,Private room,75,3,0,0.0,0,Ocasional
Brooklyn,Greenpoint,Entire home/apt,480,1,8,3.24,63,Profesional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,190,2,3,0.33,88,Ocasional
Manhattan,Chelsea,Entire home/apt,225,3,2,0.26,0,Ocasional
Brooklyn,Williamsburg,Entire home/apt,325,5,0,0.0,0,Profesional
Brooklyn,Bedford-Stuyvesant,Private room,59,2,8,0.84,45,Ocasional
Manhattan,Hell's Kitchen,Entire home/apt,250,1,0,0.0,0,Ocasional
Manhattan,Financial District,Entire home/apt,139,20,0,0.0,0,Ocasional
Manhattan,Washington Heights,Entire home/apt,96,4,0,0.0,17,Ocasional
Brooklyn,Williamsburg,Private room,60,2,23,2.46,60,Profesional
Manhattan,Harlem,Entire home/apt,300,1,1,0.11,0,Ocasional
Manhattan,Hell's Kitchen,Entire home/apt,325,1,59,6.48,180,Ocasional
Manhattan,East Harlem,Private room,100,3,22,3.42,23,Ocasional
Manhattan,SoHo,Entire home/apt,355,4,5,0.64,31,Ocasional
Brooklyn,Borough Park,Private room,60,1,7,0.76,179,Profesional
Manhattan,East Harlem,Shared room,65,2,27,2.8,11,Profesional
Queens,Arverne,Entire home/apt,100,1,12,2.29,65,Ocasional
Manhattan,Harlem,Entire home/apt,99,2,12,1.38,6,Ocasional
Brooklyn,Borough Park,Private room,65,1,16,1.73,180,Profesional
Brooklyn,Borough Park,Private room,58,1,12,1.3,364,Profesional
Manhattan,Midtown,Shared room,75,1,18,1.97,52,Ocasional
Brooklyn,Bushwick,Private room,40,1,0,0.0,364,Ocasional
Brooklyn,Sunset Park,Private room,50,2,8,0.86,0,Profesional
Queens,Astoria,Entire home/apt,50,2,4,0.46,20,Ocasional
Manhattan,Hell's Kitchen,Entire home/apt,300,4,4,0.44,5,Ocasional
Brooklyn,Sunset Park,Private room,80,2,1,0.16,65,Profesional
Manhattan,Chelsea,Private room,91,1,10,1.09,0,Ocasional
Manhattan,Chelsea,Entire home/apt,140,32,29,3.94,2,Ocasional
Manhattan,Financial District,Entire home/apt,199,3,5,0.66,37,Ocasional
Brooklyn,East Flatbush,Private room,43,6,2,0.22,311,Ocasional
Manhattan,Washington Heights,Private room,60,2,12,1.34,0,Profesional
Queens,Long Island City,Private room,200,2,6,0.69,90,Profesional
Manhattan,Morningside Heights,Private room,50,1,2,0.22,0,Ocasional
Manhattan,East Harlem,Entire home/apt,75,7,3,0.32,161,Ocasional
Manhattan,SoHo,Entire home/apt,150,7,1,0.12,0,Ocasional
Brooklyn,Sheepshead Bay,Entire home/apt,99,30,1,0.11,365,Profesional
Brooklyn,Fort Hamilton,Private room,90,3,12,1.3,63,Ocasional
Manhattan,Harlem,Private room,62,10,4,0.48,345,Profesional
Queens,Maspeth,Shared room,55,1,0,0.0,47,Profesional
Bronx,Concourse Village,Private room,35,1,15,3.88,70,Ocasional
Brooklyn,Williamsburg,Entire home/apt,105,2,1,0.11,3,Profesional
Manhattan,Theater District,Entire home/apt,175,3,5,0.58,83,Ocasional
Brooklyn,Bushwick,Private room,38,30,0,0.0,7,Profesional
Manhattan,SoHo,Private room,100,5,7,0.77,16,Profesional
Brooklyn,Crown Heights,Entire home/apt,76,1,25,3.1,287,Ocasional
Manhattan,Midtown,Entire home/apt,299,1,32,4.4,264,Profesional
Brooklyn,Bushwick,Entire home/apt,150,3,3,0.39,0,Ocasional
Queens,Long Island City,Entire home/apt,80,4,11,1.25,24,Ocasional
Queens,Ridgewood,Private room,25,1,0,0.0,0,Ocasional
Brooklyn,Crown Heights,Private room,80,1,25,2.73,11,Ocasional
Manhattan,East Harlem,Entire home/apt,59,4,9,1.02,0,Ocasional
Brooklyn,Williamsburg,Entire home/apt,250,2,7,0.76,2,Ocasional
Brooklyn,Williamsburg,Private room,100,1,1,0.1,0,Ocasional
Manhattan,Little Italy,Private room,115,5,3,0.32,67,Profesional
Brooklyn,Bedford-Stuyvesant,Private room,70,2,53,5.6,32,Profesional
Manhattan,Midtown,Entire home/apt,500,2,14,2.07,272,Profesional
Brooklyn,East Flatbush,Private room,46,3,10,1.05,311,Profesional
Brooklyn,Fort Greene,Entire home/apt,145,3,5,0.55,0,Ocasional
Brooklyn,East Flatbush,Private room,80,2,51,5.5,34,Ocasional
Brooklyn,Flatbush,Entire home/apt,65,4,11,1.46,19,Ocasional
Queens,East Elmhurst,Private room,40,2,21,2.27,30,Ocasional
Queens,Jackson Heights,Entire home/apt,72,1,70,7.42,98,Profesional
Brooklyn,East Flatbush,Private room,100,3,1,0.14,305,Profesional
Manhattan,Financial District,Entire home/apt,185,15,11,1.23,331,Profesional
Manhattan,Midtown,Entire home/apt,370,3,9,0.96,316,Profesional
Brooklyn,East Flatbush,Private room,60,3,11,1.17,347,Profesional
Brooklyn,East Flatbush,Private room,70,3,2,0.24,267,Profesional
Brooklyn,Bedford-Stuyvesant,Private room,53,2,18,2.49,333,Profesional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,2,7,0.82,7,Ocasional
Brooklyn,Bedford-Stuyvesant,Private room,53,2,24,2.93,337,Profesional
Manhattan,East Village,Entire home/apt,59,2,17,5.05,79,Ocasional
Manhattan,East Village,Private room,79,5,8,0.85,51,Ocasional
Brooklyn,Sunset Park,Entire home/apt,150,4,22,2.44,123,Ocasional
Brooklyn,Crown Heights,Entire home/apt,200,2,22,3.44,20,Ocasional
Manhattan,West Village,Private room,125,1,7,0.83,156,Ocasional
Brooklyn,Williamsburg,Entire home/apt,200,2,16,1.99,136,Ocasional
Manhattan,Harlem,Entire home/apt,200,1,40,4.88,274,Ocasional
Brooklyn,Sunset Park,Private room,60,5,3,0.47,0,Ocasional
Manhattan,Hell's Kitchen,Private room,69,30,0,0.0,0,Profesional
Manhattan,East Village,Private room,125,1,25,2.68,68,Ocasional
